mk.names	chr	pos.ind	pos.cM	log10pval	F353	UH250	Mo17	W117	EC169	B73
PZE-101000083	1	1	0	0.068322430338353	NA	-0.828813033635741	-0.461610221799977	0.791530282332975	0.745147162527745	0.275490214691475
PZE-101000161	1	2	0.1	0.231625214186927	NA	0.906312993059405	NA	0.305194425889943	0.906312993059405	0.305194425889943
PZE-101000344	1	3	0.7	0.13449875785657	NA	0.906575526266055	NA	0.791148216168259	0.906575526266055	0.274589365529647
PZE-101000424	1	4	0.8	0.134963245048691	NA	0.906601591969124	NA	0.791147265091488	0.906601591969124	0.273928026253193
PZE-101000370	1	5	1	0.264876913130055	NA	0.906539177979067	NA	NA	0.906539177979067	0.272454970733033
PZE-101000754	1	6	1.4	0.264560290824756	NA	0.90666069967246	NA	NA	0.90666069967246	0.272737886154873
PZE-101000169	1	7	1.5	0.264029515033081	NA	0.906694252160929	NA	NA	0.906694252160929	0.273223017395122
PZE-101000256	1	8	1.7	0.262432058789779	NA	0.906761682835855	NA	NA	0.906761682835855	0.274691633987041
PZE-101001094	1	9	1.8	0.14304899665957	NA	0.906908628158758	-0.709396210515922	-0.709396210515922	0.906908628158758	0.276259884254434
PZE-101000659	1	10	1.9	0.14613005081545	NA	0.465263732105701	-0.709265794434237	-0.709265794434237	0.465263732105701	0.465263732105701
PZE-101001110	1	11	2.2	0.145733721821269	NA	0.466029530343335	-0.709261578913747	-0.709261578913747	0.466029530343335	0.466029530343335
PZE-101000431	1	12	2.3	0.149891075162334	NA	0.465110278121514	-0.692897976107881	-0.692897976107881	0.465110278121514	0.465110278121514
PZE-101000442	1	13	2.4	0.1537458068474	NA	0.465169281783487	-0.676703281290639	-0.676703281290639	0.465169281783487	0.465169281783487
PZE-101000530	1	14	2.5	0.157801659640729	NA	0.465228422101513	-0.660693879478596	-0.660693879478596	0.465228422101513	0.465228422101513
PZE-101001114	1	15	2.6	0.162089887011728	NA	0.465221027839281	-0.644881859553764	-0.644881859553764	0.465221027839281	0.465221027839281
PZE-101001280	1	16	2.7	0.166571534081808	NA	0.465210022884029	-0.629287337439135	-0.629287337439135	0.465210022884029	0.465210022884029
PZE-101000673	1	17	3	0.23380622319031	NA	NA	-0.583705488326425	-0.583705488326425	NA	NA
PZE-101001107	1	18	3.1	0.244804433106561	NA	NA	-0.569109148357756	-0.569109148357756	NA	NA
PZE-101002282	1	19	3.4	0.0901856983314257	NA	-0.828118154591988	-0.278329980873153	0.824759577975611	0.659321342356472	0.376133412988785
PZE-101002081	1	20	3.6	0.0901500349942015	NA	-0.85202999118164	-0.278327961726967	0.82476188960883	0.677656135725899	0.366149618763571
PZE-101001587	1	21	4.2	0.558566167303732	NA	NA	-0.276333687656605	NA	NA	NA
PZE-101001380	1	22	4.3	0.558566758755675	NA	NA	-0.276333311326737	NA	NA	NA
PZE-101003133	1	23	4.5	0.270678681975227	NA	NA	-0.276968202063813	0.801713372823776	NA	NA
PZE-101003135	1	24	4.7	0.18930598574436	NA	NA	-0.277368726250208	0.805654110764525	NA	0.520538545621734
PZE-101003026	1	25	4.9	0.188908767271352	NA	NA	-0.27736976493263	0.809831418933983	NA	0.520544778203142
PZE-101003031	1	26	5.6	0.256571320798419	NA	NA	NA	NA	NA	0.553896574351152
PZA00393.1	1	27	5.7	0.251904062387216	NA	NA	NA	NA	NA	0.559881268136493
PZE-101003115	1	28	5.9	0.24205947148221	NA	NA	NA	NA	NA	0.572717598728244
PZE-101002367	1	29	6	0.236900525876743	NA	NA	NA	NA	NA	0.579561428398884
PZE-101005818	1	30	7.3	0.0392607912489323	NA	-0.964200481633978	-0.278832306774586	0.88410491804934	0.714421232895349	0.690601786346881
PZE-101006745	1	31	9.2	0.380747617150338	NA	NA	-0.41615238011292	-0.41615238011292	NA	NA
PZA01022.1	1	32	9.6	0.392560197328638	NA	NA	-0.40498580637729	-0.40498580637729	NA	NA
PZE-101009312	1	33	10.6	0.119888539925008	NA	-0.47326417748188	-0.190162584979759	0.883957274149723	-0.697140913459759	0.651693395254017
PZE-101007769	1	34	10.9	0.136201462217656	NA	-0.437691487140715	-0.185412298633973	0.883933562907161	-0.649544929869799	0.64968577468395
PZE-101009670	1	35	11	0.136887394195332	NA	-0.426359004946559	-0.184308516899535	0.90466073207449	-0.670583705979993	0.649109487626409
PZE-101009215	1	36	11.2	0.0237549222880898	NA	NA	NA	0.946771285313666	NA	NA
PZE-101010821	1	37	11.8	0.148286111752119	NA	-0.34461699264574	-0.182901506098661	-0.922577827571538	-0.857600310901514	0.645712748841078
PZE-101009528	1	38	12.3	0.42916754084996	NA	-0.372248073782464	-0.372248073782464	NA	-0.372248073782464	-0.372248073782464
PZE-101009163	1	39	12.5	0.421560330691766	NA	-0.378825904904681	-0.378825904904681	NA	-0.378825904904681	-0.378825904904681
PZE-101010560	1	40	13	0.429006661725	NA	-0.372385994111734	-0.372385994111734	NA	-0.372385994111734	-0.372385994111734
PZE-101010917	1	41	13.5	0.571378613589783	NA	-0.268300440936151	-0.268300440936151	NA	-0.268300440936151	-0.268300440936151
PZE-101012517	1	42	13.6	0.244842377709012	NA	-0.218009824031136	-0.192334196756523	-0.554375028558964	-0.779831875591124	0.645574310154962
PZE-101014135	1	43	13.7	0.247499581529654	NA	-0.20872546855445	-0.192319248096901	-0.579380469427111	-0.77982006052711	0.643243662938035
PZE-101014266	1	44	13.8	0.250436581903885	NA	-0.1997694780061	-0.192302784949545	-0.605739550379053	-0.77980751246292	0.64100485502347
PZE-101011048	1	45	14	0.257351034111647	NA	-0.182826495858055	-0.192264266929712	-0.66197417810742	-0.779779709827037	0.636813891831165
PZE-101013818	1	46	14.9	0.270639877234557	NA	NA	NA	-0.536241131490333	NA	NA
PZE-101014003	1	47	15.3	0.313181764687099	NA	NA	NA	-0.486203672931079	NA	NA
PZE-101011906	1	48	15.7	0.356039802619763	NA	NA	NA	-0.440514488979754	NA	NA
PZE-101015469	1	49	16.2	0.43816326783276	NA	-0.109766865126719	-0.191335906600827	-0.389408359700886	-0.606752163619457	0.683959213794443
PZE-101013772	1	50	16.4	0.422983245512467	NA	-0.122993565389588	-0.191407542129989	-0.371296278559912	-0.592376476527525	0.69889443557641
PZE-101013713	1	51	16.9	0.386140336884151	NA	-0.164847539761055	-0.191584405037622	-0.330934442023167	-0.557613248509892	0.736894224254602
PZE-101015471	1	52	17.3	0.229966093106905	NA	-0.328729314481965	NA	0.747173486824284	-0.328729314481965	-0.328729314481965
PZE-101017581	1	53	18.7	0.268611733105934	NA	-0.120203442902127	NA	0.585677323766599	-0.532698175379488	0.93873271483914
PZE-101017779	1	54	19	0.282996749800712	NA	-0.114285954549501	NA	0.554170859293777	-0.542973260092086	0.97400889847423
PZB01915.1	1	55	19.1	0.00344840247235206	NA	NA	NA	-0.904417988697613	-0.904417988697613	0.969746733080019
PZE-101017463	1	56	19.5	0.00167585586565704	NA	NA	NA	-0.948569542973092	-0.948569542973092	0.952514828180837
PZE-101017580	1	57	19.6	0.17966002399282	NA	NA	-0.364602320624653	-0.364602320624653	-0.364602320624653	0.948151215086941
PZE-101018214	1	58	19.7	0.177086890812425	NA	NA	-0.36829334002506	-0.36829334002506	-0.36829334002506	0.943847638567519
PZE-101017487	1	59	19.9	0.0290775798348625	NA	NA	NA	NA	NA	0.935238593653735
PZE-101018516	1	60	20.1	0.0330723241347771	NA	NA	NA	NA	NA	0.92667548896653
PZE-101018023	1	61	20.3	0.53288689705302	NA	NA	-0.293165663471545	NA	NA	-0.293165663471545
PZE-101018404	1	62	20.6	0.428198243641412	NA	-0.354495855312323	-0.291097099937112	-0.354495855312323	-0.354495855312323	-0.291097099937112
PZE-101018668	1	63	20.8	0.243072849976777	NA	NA	-0.290428058654631	0.989388354677877	0.989388354677877	-0.290428058654631
PZE-101018057	1	64	20.9	0.243678546464401	NA	NA	-0.2898581149748	0.985762066338379	0.985762066338379	-0.2898581149748
PZE-101017262	1	65	21	0.240839981089578	NA	NA	-0.292725323139143	0.982138918813716	0.982138918813716	-0.292725323139143
