mk.names	chr	pos.ind	pos.cM	log10pval	W117	UH250	Mo17	B73	EC169	F353
PZE-101000083	1	1	0	0.0751160504540172	0.319849126066605	0.765950523093082	-0.829480473778348	-0.438960376539268	0.563501583705069	1
PZE-101000161	1	2	0.1	0.0751162832921017	0.319848339983772	-0.829480473778142	0.56350158370487	0.765950523093082	-0.43896037653929	1
PZE-101000344	1	3	0.7	0.0751227594236462	0.319848535951983	-0.829317271217894	0.563501583705701	0.765950523093009	-0.438960376539377	1
PZE-101000424	1	4	0.8	0.0754302372335275	0.31881723527166	-0.829290111517902	0.563501583705435	0.765950523093082	-0.438960376539442	1
PZE-101000370	1	5	1	0.0758993648079629	0.31725716964781	-0.829235829007088	0.563501583704804	0.765950523093155	-0.438960376539377	1
PZE-101000754	1	6	1.4	0.0762275096517266	0.316183618129509	-0.829127417670939	0.563501583705435	0.765950523093155	-0.438960376539442	1
PZE-101000169	1	7	1.5	0.0761798194526526	0.316344939894371	-0.829100348125987	0.56350158370497	0.765950523093155	-0.43896037653942	1
PZE-101000256	1	8	1.7	0.0759297818066155	0.317181415013007	-0.829046250502907	0.563501583705335	0.765950523093082	-0.438960376539181	1
PZE-101001094	1	9	1.8	0.0757287736580483	0.317854575844787	-0.82901922285694	0.563501583705036	0.765950523093082	-0.438960376539398	1
PZE-101000659	1	10	1.9	0.0754773298513599	0.765950523093082	0.318695757211388	-0.438960376539333	-0.829019220154606	0.563501583705369	1
PZE-101001110	1	11	2.2	0.0752806229213928	0.765950523093155	0.319360665462522	-0.438954114545656	-0.829019220153683	0.563501583705103	1
PZE-101000431	1	12	2.3	0.0796352851051113	0.765950523093155	0.318482824497187	-0.418405004024374	-0.829019220153683	0.563501583482925	1
PZE-101000442	1	13	2.4	0.083951514616556	0.765950523093155	0.31858820799329	-0.398519068516455	-0.829019220153888	0.563501583261212	1
PZE-101000530	1	14	2.5	0.0885216934184837	0.765950523093082	0.318695900710169	-0.379321217517876	-0.829019220153888	0.5635015830393	1
PZE-101001114	1	15	2.6	0.0933794009155666	0.765950523137174	0.318697848793923	-0.360831471332024	-0.829019220153478	0.56350158281782	1
PZE-101001280	1	16	2.7	0.0984887965690925	0.765950523181339	0.318699796928647	-0.343064929224718	-0.829019220256269	0.563499363835485	1
PZE-101000673	1	17	3	0.125856663096144	0.765950523313907	0.318705641482494	-0.294183272334837	-0.829022286347227	0.499926591852249	1
PZE-101001107	1	18	3.1	0.128641840981497	0.765950965014622	0.339469858554043	-0.279365408699392	-0.829023308400281	0.480206135520292	1
PZE-101002282	1	19	3.4	0.134899837417571	0.796556918640068	0.418782243666025	-0.239239505851033	-0.82902637451193	0.425989191376987	1
PZE-101002081	1	20	3.6	0.132753440219839	0.796559086379333	0.408361151740334	-0.239237041517081	-0.84978083723415	0.442038146287061	1
PZE-101001587	1	21	4.2	0.0987373268364127	0.774669435764938	0.510165204093634	-0.239234731820532	-0.914725618832538	0.500921869844115	1
PZE-101001380	1	22	4.3	0.0938372751416599	0.772094077711909	0.528769998274681	-0.23923434672104	-0.925744017139242	0.512203881860008	1
PZE-101003133	1	23	4.5	0.0843308009181461	0.775372172819567	0.567205539251696	-0.947770889248937	0.535870123128233	-0.23923357642082	1
PZE-101003135	1	24	4.7	0.0841226352295891	0.779085160114978	0.567210034459879	-0.947773087312691	0.535869713209439	-0.239232806006555	1
PZE-101003026	1	25	4.9	0.0880161477193642	0.783238475890837	0.567214529705466	-0.947770230392949	0.5085114069956	-0.239232035502412	1
PZE-101003031	1	26	5.6	0.0975454149851668	0.801162177895673	0.593182096160951	-0.947760227798864	0.433962796535471	-0.239229338389239	1
PZA00393.1	1	27	5.7	0.0984807222295526	0.804125531951746	0.597872684132924	-0.947758798580612	0.426293839858306	-0.239228953084043	1
PZE-101003115	1	28	5.9	0.096951662408423	0.810320695632045	0.607985968775641	-0.947755940050724	0.426293767754143	-0.239228182502055	1
PZE-101002367	1	29	6	0.0961631980671273	0.813543584455485	0.613401505348086	-0.947754510762232	0.42629373170908	-0.239227797231393	1
