mk.names	chr	pos.ind	pos.cM	log10pval	D06	UH304	D09	F252	F618	F353
PZE-101000344	1	1	0.7	0.33003958176441	0.432600612065494	-0.195389015028045	0.35967577507138	-0.256554403046695	0.677280219947243	1
PZE-101000424	1	2	0.8	0.330039581764507	0.432600612064985	-0.195389015028144	0.359675775071526	-0.256554403046579	0.677280219947193	1
PZE-101000754	1	3	1.4	0.330039581764542	0.432600612065515	-0.195389015028	0.359675775071396	-0.256554403046621	0.677280219946844	1
PZE-101000169	1	4	1.5	0.330039581764695	0.432600612064815	-0.195389015028121	0.359675775071364	-0.25655440304639	0.677280219947793	1
PZE-101001103	1	5	1.8	0.3300395817645	0.432600612065239	-0.195389015028121	0.359675775071494	-0.256554403046548	0.677280219947043	1
PZE-101000659	1	6	1.9	0.330039581764542	0.359675775071396	-0.256554403046411	0.432600612065261	-0.195389015028181	0.677280219947243	1
PZE-101001110	1	7	2.2	0.330039581764591	0.359675775071413	-0.256554403046548	0.432600612064878	-0.195389015028113	0.677280219947543	1
PZE-101000431	1	8	2.3	0.330039581765439	0.359675775085702	-0.256554403035637	0.432600612065515	-0.19538901502825	0.677280219947093	1
PZE-101000442	1	9	2.4	0.330039581766871	0.359675775099795	-0.256554403024548	0.432600612065324	-0.195389015028136	0.677280219947493	1
PZE-101000530	1	10	2.5	0.330039581768282	0.359675775113873	-0.256554403013448	0.432600612065367	-0.195389015028113	0.677280219946993	1
PZE-101001114	1	11	2.6	0.330039581769611	0.359675775127804	-0.25655440300237	0.432600612065388	-0.195389015028136	0.677280219947193	1
PZE-101001280	1	12	2.7	0.330039594459557	0.359675916438771	-0.256554292656931	0.677280219947643	0.432600612064985	-0.195389015028136	1
PZE-101000673	1	13	3	0.33076509980189	0.365925949960705	-0.253405850691172	0.668355521090893	0.432600612065069	-0.195389015028219	1
PZE-101002282	1	14	3.4	0.329015376257264	0.380657091253911	0.656618977612679	0.4326006120656	-0.195389015028038	-0.249719691758449	1
PZE-101002081	1	15	3.6	0.323214263370543	-0.195389015027992	0.432600612065515	0.3907286981311	0.677573035840744	-0.24810026904902	1
PZE-101001587	1	16	4.2	0.228858678974724	0.986916960666126	0.677579416031877	0.450258445821805	-0.203036185155105	-0.244153729211098	1
PZE-101001380	1	17	4.3	0.230861256483321	-0.854133910606654	0.677592862524964	0.45344540471248	-0.20447115181162	-0.243630224714495	1
PZE-101001108	1	18	4.4	0.226945539222614	-0.707021609993773	0.831426296059505	0.456704147304572	-0.205954500950254	-0.243145292110635	1
PZE-101003133	1	19	4.5	0.237667824407633	-0.58351700198503	-0.99908625384299	0.4600353694745	-0.207487197837509	-0.242698973240961	1
PZE-101003135	1	20	4.7	0.2338810598713	-0.583513517860344	-0.999053504266757	0.466917824869323	-0.210704511133075	-0.241922258998839	1
PZE-101003026	1	21	4.9	0.202086129561591	-0.838927724673023	-0.999053500978703	0.474097454413425	-0.214130859079379	-0.241300077439032	1
PZE-101003031	1	22	5.6	0.311026471147156	0.283374932446103	-0.999053500978703	0.501614222321368	-0.227880776140511	-0.240333068931533	1
PZA00393.1	1	23	5.7	0.323284993173741	0.258853617512657	-0.999053489661767	0.505851542741204	-0.230080905349802	-0.240347275241173	1
PZE-101003115	1	24	5.9	0.294621504326674	0.298121407837932	-0.999053467009185	0.514556254645901	-0.234667245888536	-0.240488442317196	1
PZE-101002367	1	25	6	0.280805275481806	0.320006017796563	-0.998940228158371	0.519023302665566	-0.237055214997654	-0.24061501759543	1
PZE-101005818	1	26	7.3	0.153768964534064	0.704439480358906	-0.245534863725505	-0.997504393166868	0.58380078081429	-0.274226711124036	1
PZE-101004337	1	27	7.7	0.140734852579267	0.744519410138724	-0.245539555323246	-0.997506741451412	0.606044943841926	-0.288078256771325	1
PZE-101005765	1	28	9.2	0.100398224067024	-0.997515550090392	0.696708489427229	-0.35047318335833	0.907046872118632	-0.245557163842382	1
PZA01022.1	1	29	9.6	0.0921592850616873	-0.997517898375051	0.722183613146486	-0.3698065101917	0.952003085284749	-0.245561860721042	1
PZE-101009312	1	30	10.6	0.0765048368672065	-0.936909958533812	-0.245573598910458	0.942556315435734	0.786629438720315	-0.4225200592958	1
PZE-101007769	1	31	10.9	0.0728717317078552	-0.904612615730148	-0.245577118214108	0.942554560848743	0.80591048724239	-0.439404364617481	1
PZE-101009215	1	32	11.2	0.0559168200966552	-0.904609420416703	-0.282793177994482	0.942552806140256	0.825060194968377	-0.456705430687212	1
PZE-101010821	1	33	11.8	0.0286125543624213	-0.904603029121025	-0.381325233413079	0.942549296866034	0.86275302197203	-0.492362204713791	1
PZE-101009528	1	34	12.3	0.0141053401822242	-0.522906321843091	0.893325160807215	-0.90459770345431	-0.486667396749993	0.942549296574147	1
PZE-101009163	1	35	12.5	0.014105364033065	-0.522902584524004	0.893324173728635	-0.904597703240911	-0.486670532779425	0.942549296573519	1
PZE-101010560	1	36	13	0.0173361191826732	-0.401279741440989	0.848259922708685	-0.904597703241099	-0.610002370961494	0.942549282693836	1
PZE-101010917	1	37	13.5	0.0173373929739321	-0.401269982593769	0.848256831448642	-0.904597703103592	-0.61001723720031	0.942410495939322	1
PZE-101012517	1	38	13.6	0.0242345878263917	-0.401270285315211	0.848257676179173	-0.904597427899223	-0.610018072061849	0.675286265544937	1
PZE-101014135	1	39	13.7	0.0242356774566311	-0.401270588040993	0.848258520919875	-0.904597152691343	-0.610018906934825	0.675262408020082	1
PZE-101014266	1	40	13.8	0.0242367672671764	-0.401270890768569	0.848259365665628	-0.904596877482581	-0.610019741813304	0.675238549544592	1
PZE-101011048	1	41	14	0.0242389473943984	-0.401271496218867	0.848261055142382	-0.904596327071055	-0.610021411562137	0.675190830505567	1
PZE-101013802	1	42	15.2	0.0138160107344733	-0.441452440562949	0.954616445750754	-0.872511681540888	0.674904538027723	-0.725252762772511	1
PZE-101014003	1	43	15.3	0.0131752745027999	-0.445136599873821	0.963797656778587	-0.869990343669683	0.674880688209021	-0.736053667505665	1
PZE-101011906	1	44	15.7	0.0109493021080087	-0.460358982387624	-0.999287263973109	-0.86026708029498	0.674785311880228	-0.780592518968053	1
PZE-101013772	1	45	16.4	0.0082217333588458	-0.488747662267364	-0.934831659307462	-0.844917505685101	0.674785508772977	-0.861765490343876	1
PZE-101013713	1	46	16.9	0.00703120321692867	-0.510238901908598	-0.889799732363501	-0.835452996719067	-0.920132211521306	0.674785649505411	1
PZE-101017581	1	47	18.7	0.0138486284858896	-0.78047419487487	-0.617265366156058	0.738587625522782	-0.872234981401312	-0.498903461156659	1
PZB01915.1	1	48	19.1	0.0140802769168222	-0.780473588774479	-0.617260336149662	0.738590134919981	-0.868194315635681	-0.496450382730057	1
PZE-101017463	1	49	19.5	0.0143157153113504	-0.780472982703411	-0.617255306247571	0.738592644343748	-0.864107473597926	-0.494026381622248	1
PZE-101017580	1	50	19.6	0.0143752137545842	-0.780473010834986	-0.617253344038801	0.738592175102044	-0.863078791262497	-0.493425206952605	1
PZE-101017487	1	51	19.9	0.0177795532779919	-0.781321960638163	-0.559726814222126	0.738592315999393	-0.859976568909066	-0.491633870648724	1
PZE-101018404	1	52	20.6	0.0293297658967217	-0.783338285376736	-0.439019841111127	0.738592644767692	-0.852648552078174	-0.48753007364755	1
PZE-101018668	1	53	20.8	0.0336207074796574	-0.783923324169618	-0.408738924370828	0.738592644776754	-0.85053327819176	-0.486378477358462	1
PZE-101018057	1	54	20.9	0.0338388641277938	-0.780474795657057	-0.40873806645682	0.738592644781896	-0.849472264883592	-0.485806357114203	1
PZE-101017262	1	55	21	0.0328674621451626	-0.78510497824972	-0.414838680626501	0.738592644782089	-0.8484090613457	-0.485236739949119	1
PZE-101018411	1	56	21.2	0.0309932336425742	-0.794450176645466	-0.427299719198904	0.738592644781382	-0.846276270635584	-0.484105168229786	1
PZE-101017187	1	57	21.3	0.0300905384091083	-0.799163438295055	-0.433658998019635	0.738592644781575	-0.845206779075576	-0.483543290310608	1
PZE-101019597	1	58	21.5	0.0322768540981771	-0.789764678559714	-0.421025660073019	0.738592644059661	-0.843061848831784	-0.482427541713175	1
PZE-101019781	1	59	21.6	0.0334123448897327	-0.785106397176692	-0.414838065471888	0.738592643698576	-0.841986510759021	-0.481873747459235	1
PZE-101018400	1	60	21.7	0.0345759775151043	-0.780476675259904	-0.408737257825385	0.738592643337877	-0.840909325842477	-0.481322724101492	1
PZE-101019727	1	61	21.8	0.0346689929558836	-0.780476213760158	-0.40873665206953	0.738592642977241	-0.839830346458484	-0.480774509716432	1
PZE-101019853	1	62	21.9	0.0347621607812029	-0.780475752249432	-0.408736046300045	0.738592642615642	-0.838749625808115	-0.480229142312735	1
PZE-101018206	1	63	22.5	0.0353240092301103	-0.780472983166443	-0.408732411667075	0.738592640449002	-0.832231817477852	-0.477018842707167	1
PZE-101018567	1	64	22.9	0.035700956670816	-0.780474563013187	-0.408732409620827	0.738578200639162	-0.827858935285278	-0.474940351503725	1
PZE-101019726	1	65	23	0.0374505206884092	-0.784523116384642	-0.408727900838512	0.702887660505217	-0.826762803559802	-0.474428782894272	1
PZE-101020844	1	66	23.4	0.0459222855420418	-0.80255963114757	-0.408709865476436	0.583050477533016	-0.822368513173067	-0.472415823670624	1
PZE-101021745	1	67	23.5	0.0479169133887823	-0.807478768538014	-0.40870535675754	0.561962555551825	-0.821267822519023	-0.471921093621087	1
PZE-101020456	1	68	23.6	0.0468945707911535	-0.812537396213605	-0.408700848159986	0.571318868769335	-0.820166416290807	-0.471429839201447	1
PZE-101018818	1	69	23.7	0.0455227551370895	-0.817721532816267	-0.40869633971887	0.58482492830958	-0.819064361544613	-0.47094209592746	1
PZE-101019538	1	70	24	0.0721225417357272	0.852853982413513	-0.297032778447942	0.573875647511785	-0.815754986974436	-0.469500284911443	1
PZE-101022341	1	71	24.3	0.073799331295335	0.852822784139275	-0.297024181583817	0.563146743892222	-0.812442254184664	-0.468091331560622	1
PZE-101019557	1	72	24.4	0.0725649138865594	0.852812384861601	-0.297021316080141	0.574466194998072	-0.811337593407035	-0.467629141984373	1
PZE-101021926	1	73	25.4	0.0698058354172041	0.892101165578235	-0.306787013505954	0.572895846694086	-0.800298300855765	-0.463220934824517	1
PZE-101021455	1	74	25.7	0.0685296802583923	0.904403023889773	-0.311487654631708	0.572495868638058	-0.796995959740238	-0.461977131028356	1
PZE-101020931	1	75	26.9	0.0619246948587323	0.954447547262427	-0.33840901004503	0.571225321490681	-0.783888635948088	-0.457387149077829	1
PZE-101021308	1	76	27.6	0.0847149569293674	0.954473240432135	-0.338447878388797	0.428052268115877	-0.776357102354646	-0.455007216354078	1
PZE-101024556	1	77	28.2	0.020847230429494	-0.846807843694304	-0.82145456862959	0.540598806670998	-0.769994766955971	-0.453149388617212	1
PZE-101026314	1	78	28.6	0.0157552875818147	-0.846783648799435	-0.821491385196093	0.628012156378505	-0.765810090383853	-0.452006491288456	1
PZE-101024519	1	79	29.4	0.0161703573987266	-0.846735260137777	-0.821565019783256	0.628046545761697	-0.757599733541604	-0.449955095202197	1
PZE-101026621	1	80	29.6	0.0162711079965298	-0.846741724009363	-0.821563022330711	0.628055143219511	-0.755583810113056	-0.449491736943939	1
PZE-101026386	1	81	29.7	0.0163209749184277	-0.846744956008319	-0.821562023589091	0.628059441776143	-0.754581754363677	-0.449267547645771	1
PZE-101024452	1	82	30	0.0136783991832657	-0.846754651944959	-0.821559027398708	0.694511661517954	-0.75160007005683	-0.448625060117679	1
PZE-101027182	1	83	30.4	0.0107232811100923	-0.980855142630744	-0.782057232842347	0.798367987914198	-0.747684222200341	-0.447838921388798	1
PZE-101027351	1	84	30.6	0.0113322370817174	0.949862034270325	-0.762765611381515	0.798373104213216	-0.745753117491804	-0.447476201641437	1
PZE-101027807	1	85	30.9	0.0132534340824649	0.846045138091825	-0.734575099738413	0.798380778714926	-0.742891452242838	-0.446970183498216	1
PZE-101026218	1	86	31.5	0.0219671077922121	0.651519532306643	-0.681522126754867	0.787560950764671	-0.737300206053688	-0.446095502685797	1
PZE-101028121	1	87	31.6	0.0217082349338829	0.651519404259168	-0.681519829451203	0.798372242433176	-0.736386139477774	-0.445967547129208	1
PZE-101029820	1	88	31.8	0.0290499941477324	0.651519148169886	-0.681515234794704	0.633329970711033	-0.734573770958632	-0.445726913561645	1
PZE-101028242	1	89	31.9	0.0291238533472784	0.651519020131389	-0.681512937478645	0.632996133999521	-0.733675574865416	-0.445614232541071	1
