mk.names	chr	pos.ind	pos.cM	N.QTL	QTL.prof_1	QTL.prof_2	QTL.prof_3	QTL.prof_4	QTL.prof_5	QTL.prof_6	QTL.prof_7	QTL.prof_8	QTL.prof_9	QTL.prof_10	QTL.prof_11	QTL.prof_12	QTL.prof_13	QTL.prof_14	QTL.prof_15	QTL.prof_16	QTL.prof_17	QTL.prof_18	QTL.prof_19	QTL.prof_20	QTL.prof_21	QTL.prof_22	QTL.prof_23	QTL.prof_24	QTL.prof_25	QTL.prof_26	QTL.prof_27	QTL.prof_28	QTL.prof_29	QTL.prof_30	QTL.prof_31	QTL.prof_32	QTL.prof_33	QTL.prof_34	QTL.prof_35	QTL.prof_36	QTL.prof_37	QTL.prof_38	QTL.prof_39	QTL.prof_40	QTL.prof_41	QTL.prof_42	QTL.prof_43	QTL.prof_44	QTL.prof_45	QTL.prof_46	QTL.prof_47	QTL.prof_48	QTL.prof_49	QTL.prof_50	QTL.prof_51	QTL.prof_52	QTL.prof_53	QTL.prof_54	QTL.prof_55	QTL.prof_56	QTL.prof_57	QTL.prof_58	QTL.prof_59	QTL.prof_60	QTL.prof_61	QTL.prof_62	QTL.prof_63	QTL.prof_64	QTL.prof_65	QTL.prof_66	QTL.prof_67	QTL.prof_68	QTL.prof_69	QTL.prof_70	QTL.prof_71	QTL.prof_72	QTL.prof_73	QTL.prof_74	QTL.prof_75	QTL.prof_76	QTL.prof_77	QTL.prof_78	QTL.prof_79	QTL.prof_80	QTL.prof_81	QTL.prof_82	QTL.prof_83	QTL.prof_84	QTL.prof_85	QTL.prof_86	QTL.prof_87	QTL.prof_88	QTL.prof_89	QTL.prof_90	QTL.prof_91	QTL.prof_92	QTL.prof_93	QTL.prof_94	QTL.prof_95	QTL.prof_96	QTL.prof_97	QTL.prof_98	QTL.prof_99	QTL.prof_100
PZE-101000161	1	1	0.1	0	0.0971781444716432	0.598545538971031	0.742502295042822	0.272407076638118	0.491302126639114	0.374519127639205	0.218776264997895	0.158955830323493	0.264662357396381	0.208664447866713	0.744439234362238	0.112110533600909	0.904245379356977	0.148493257877058	0.358788608665009	0.666130941122828	0.713670220376046	0.40540444782895	0.366185842831549	0.098853370449543	0.0241964150734435	0.266042118712048	0.532126261698276	0.0486652961621516	0.248903603534006	0.203971777552133	0.31656629320739	0.201610416576383	0.435154461902718	0.256350006693082	0.272671363521338	0.212102290876865	0.0221590113563115	0.308065563313606	0.101777392218234	0.353181308198492	0.867941209418243	0.102256235742305	0.0852457522886705	0.196246712299766	0.0791770478413596	0.894839096061853	0.0335416395346927	0.483506340464498	0.354809949835781	0.145226937544432	0.42750722001122	0.0813075970353847	0.18839882060709	0.746614386498327	0.267048774252957	0.720968365584901	0.100585106044084	1.04080823990353	0.088613015074009	0.112523698343475	0.496220261415007	0.230815631139671	0.70057542243516	0.63268570761512	0.452141601374006	0.0488913944427697	0.660730835404179	0.246636616445555	0.639479942388856	0.258092071536223	0.315972041166826	0.0586682874883434	0.516106613886983	0.950191813399061	0.507483220181335	0.0835578026261256	0.0436450501101125	0.271904094151719	0.311946546852782	0.879449883532148	0.8290008432239	0.23752891237998	0.285327564500246	0.0193750144984642	0.670170941047403	1.15158524316421	0.543190741796172	0.0159557675674767	0.299235305736604	0.298988844572875	0.251081354100991	0.110849202893658	0.382505058236709	0.659420818968954	0.159319052786496	0.401631362136317	0.171332788335355	0.459852142606766	0.430287315651178	0.252539501758767	0.629003943216903	0.233496749811492	0.282677164990014	0.240757116113444
PZE-101000659	1	2	1.9	0	0.0428166860342818	0.254266770780717	0.392549626711918	0.108909454612786	0.176707599113081	0.0471542208130399	0.0639336047421341	0.111783901980731	0.0944813498376493	0.405582676324865	0.250721593518794	0.212686968979232	0.642919388309823	0.0822099985028959	0.0969852540918434	0.291058477676341	0.339699400388176	0.194321445671871	0.26526359973123	0.0525352516998805	0.292454463140455	0.0138725996182516	0.269543877728166	0.0209938369278545	0.467637259003894	0.0470714333994464	0.0473569871306215	0.113468169113881	0.235215563315304	0.157612536051747	0.0230498488995463	0.0552944597348834	0.109871420215005	0.170081493111671	0.0687458271363982	0.0333109954132212	0.589294287981904	0.0619672686220085	0.23820991485528	0.0553293796635244	0.295981005797401	0.658678902848363	0.19299989976769	0.324067796615286	0.118984751935416	0.0264708292268571	0.248586961637452	0.256301144558842	0.0103389776015049	0.434657466572714	0.165349373031983	0.450155931764332	0.0844454030798982	0.736342687983165	0.261570430903791	0.0444063878048327	0.257489607924892	0.045507778191273	0.479280614871803	0.251698789621603	0.322317705642498	0.0831107025391052	0.408516970863695	0.0541510480166226	0.217387305798779	0.338598680994295	0.108394302858871	0.0420526372139233	0.104061582211226	0.334265795120331	0.319403624490949	0.297283430807974	0.0500970346459837	0.130041075112906	0.0050543719100711	0.407190787970357	0.325558118362327	0.0921590536152143	0.183156399750553	0.0876557509700791	0.87632610763526	0.492642449022258	0.0892962527414792	0.0661625214412538	0.230617261908311	0.285517232258369	0.203802940931917	0.0404888903573552	0.0928754594982213	0.118351686339755	0.169807307113585	0.135170869072624	0.00942248416236655	0.21614114205764	0.0820737205215158	0.0190215311541914	0.419426169278684	0.0436386377831507	0.0529008174390661	0.0164355717699203
PZE-101001110	1	3	2.2	0	0.0462667403428327	0.241605937807475	0.371750035253129	0.108909454612786	0.136877960811351	0.0366639856236838	0.0488428121003508	0.0968273912564342	0.0606094652453822	0.405582676324865	0.221315031664864	0.180830947483146	0.584070914514238	0.0822099985028959	0.0797678966254529	0.291058477676341	0.298555095655246	0.160578527239754	0.234760444536558	0.0875282930768847	0.292454463140455	0.0140852933319456	0.245750827188515	0.0322268110833206	0.572869662415651	0.0530267337515289	0.0247406582618376	0.0916221164843038	0.216607433479486	0.157612536051747	0.0230498488995463	0.0644407698237875	0.12559345106665	0.124823141422263	0.109022895621357	0.00896775919999821	0.529273452185679	0.0619672686220085	0.23863277693175	0.0805269958344592	0.373954611316911	0.658678902848363	0.217723092313281	0.31193233927307	0.0914416972049444	0.0483569333566694	0.223682691998179	0.264893065184642	0.0493197032145476	0.434657466572714	0.181557105672039	0.380665884910055	0.0844454030798982	0.692892351037279	0.310580969705304	0.00734231127859599	0.199307645548521	0.0332661738129598	0.434711151676832	0.251698789621603	0.322317705642498	0.0814351315094556	0.399876769674354	0.0117710859738156	0.17099216192517	0.296755804677822	0.106810456548862	0.0420526372139233	0.0651494246327155	0.2842146360003	0.346540654341332	0.33757953811815	0.0288342369897971	0.0847657162338311	0.0050543719100711	0.332629508534961	0.29197870663015	0.0921590536152143	0.142640459474617	0.114573824586533	0.87632610763526	0.451136660189882	0.0637662610566164	0.0780839462288118	0.222036061998251	0.245203729625591	0.18207670050973	0.0404888903573552	0.0831783931482339	0.0909165588516488	0.169807307113585	0.124224613698001	0.0139837718013625	0.177699059123277	0.0669493291969507	0.0190215311541914	0.400588317941399	0.0300110290138091	0.00504812193966752	0.0305023395676416
PZE-101002282	1	4	3.4	0	0.0319899993632994	0.424970147284164	0.454466217622316	0.289627025275264	0.295935985251882	0.285259934812725	0.182115476766167	0.217844934597214	0.150595609645492	0.14903799536063	0.395342006788094	0.0424664227398836	0.828763569773607	0.214132556918421	0.233498704857446	0.270085986513218	0.686515078692758	0.315020811853571	0.30918598388306	0.0157416655009456	0.044283711089913	0.0845429868328966	0.454036245716053	0.0964192260591194	0.441771659394089	0.106071466109497	0.0913252057026295	0.21353472691988	0.443878891830505	0.343604203213504	0.0701343784947288	0.0535556927090374	0.0320357365290904	0.351686251990568	0.000537585501581153	0.227204820852083	0.591781030763646	0.0765160495482791	0.078362963093024	0.0291614391825861	0.250819988025055	0.887820046429798	0.0723279512544496	0.563875534939521	0.0977767221498616	0.0838873727601907	0.416054502483538	0.174808535114397	0.0919231431179371	0.791712157585564	0.532869718112738	0.388851129548009	0.271219210895631	0.997345942925238	0.20358690452004	0.0095269522521731	0.233917349624225	0.195578912370183	0.779043660906488	0.379740801961478	0.32428759542333	0.11104421468286	0.68629401793907	0.100662871966139	0.334146603211992	0.592454661129116	0.25228806787838	0.0294110708075763	0.230794827435707	0.582467069582157	0.636031025720526	0.113896962800781	0.106212835049601	0.0709279256905066	0.230117272526473	0.397177757667796	0.640395596772187	0.19081304194883	0.293268588584574	0.0906481414379935	0.664028456006034	0.550120170951935	0.315452373115924	0.0731236477656988	0.307392208251492	0.386931534414569	0.292517969969994	0.256961556964433	0.262571078477247	0.143378421004119	0.0228158070498468	0.304946807837535	0.0325874136807563	0.424383977355079	0.164018985620362	0.173399160743223	0.647433447399175	0.252171378959892	0.0130175325033127	0.0747425371052007
PZE-101003133	1	5	4.5	0	0.0825472233923939	0.553723444581321	0.650965338555934	0.240436605451558	0.607091870444993	0.490735832033753	0.321712976094674	0.138517290782211	0.248948704401915	0.132119238719643	0.667393981314168	0.00652111393507839	0.944384680255923	0.111977604698274	0.514871080880393	0.550119556370924	0.99539296066333	0.30531371111595	0.449910900149037	0.129699425829862	0.052441467773215	0.278015619880524	0.524057608740456	0.121935340782727	0.405983139701858	0.236544616507765	0.138484180766473	0.220368530191258	0.732099105053762	0.336885038197236	0.316746140613768	0.0436954791364598	0.0343627901384687	0.251765007647121	0.0245950795954553	0.487877155622725	0.755719411910526	0.136170210560351	0.00746589905533456	0.168401641684728	0.00747210105982687	0.923405966664443	0.0279327787230663	0.850628798541782	0.153711957404828	0.201866376882436	0.5245614958109	0.161992646596362	0.270587003474101	0.819191596635888	0.347835698899959	0.383812444172924	0.250751299474069	1.04287470407445	0.135066035392081	0.23259474692569	0.398864240851056	0.250654269093786	1.02493031801916	0.605390206804454	0.389808085989165	0.15159514742819	0.794740836961498	0.154021505114201	0.551733581099728	0.304260221814558	0.567711078150527	0.0151580230860619	0.48874343434389	0.982307082912937	0.682195770353948	0.111420652749905	0.11497236765766	0.138170573698459	0.452297967694723	0.584232236071615	1.01671761646409	0.338349609354119	0.139005468537891	0.224237937797115	0.71230933706968	0.823187537507534	0.699825377779139	0.0460935758606177	0.414235010221979	0.53118871057617	0.206581070049018	0.311580560008882	0.360785832528449	0.585658590197428	0.0901370008454498	0.50656732923145	0.0944875323996396	0.769002163682252	0.196361429825572	0.283501315459484	0.812872563412431	0.387107646234309	0.110977349344812	0.290707296111156
PZA00393.1	1	6	5.7	0	0.137611377439464	0.502062368113369	0.0951404714509146	0.0169347561340482	0.547759240670177	0.0490604626206864	0.62985360112168	0.00555258825763086	0.19609548651834	0.163981743175132	0.434148200515509	0.404344665837349	0.618796854944649	0.353227714235156	0.223101384496777	0.545771361164583	0.850228368995688	0.0934329266976206	0.0379648582047185	0.0892403322173066	0.22974488527182	0.360608725831558	0.689859911889566	0.164143922931835	0.158065257155621	0.705448753617671	0.122898614417637	0.140024176111145	0.0805747584716785	1.01526886705083	0.468904730876604	0.0982849108976244	0.338556702662704	0.111940439192875	0.233602888829053	0.191550056018972	0.595572138571691	0.0465532817998646	0.31856055777151	0.100792328203203	0.0197299304831807	0.676274478325954	0.199760541981924	0.295365204913269	0.0607646126454284	0.291544622130007	0.41160683040652	0.243927409786273	0.0842183097370984	0.924361275377158	0.245477786419171	0.229983388621429	0.486497414304127	0.92433326205371	0.0869038498784518	0.0579279654195713	0.634386493063804	0.0275303144945172	0.719478431828987	0.132577586702842	0.187454713246571	0.172335902587323	1.15748824587953	0.116328470816831	0.09467995947722	0.381926275038549	0.605543751855281	0.00393643656462719	0.264483894307354	0.538822585428168	0.621640797718442	0.236683399329769	0.008263525257397	0.156840992327217	0.485564888870911	0.079309138940317	0.613520991208519	0.720935159044789	0.0334195566347563	0.0451761079220538	0.348511801008333	0.193648287228469	0.544102087726971	0.179146055933729	0.34218797894265	0.175341942930287	0.27182307466648	0.142657751246256	0.455703526177927	0.286507258298521	0.0506486681778717	0.639327185988136	0.0263866571152649	0.143834496340545	0.0383089214752173	0.0698876451647894	0.580857371074596	0.633371262653641	0.0426856623101008	0.357720209411454
PZE-101005818	1	7	7.3	0	0.081153955753205	0.153789281275985	0.220209669846668	0.000827144699593285	0.313472531312231	0.0531204575575845	0.17816510817622	0.000835693247037967	0.159343665658052	0.410607389653735	0.0654038631833094	0.0995103478727236	0.732786827505633	0.00217793518753955	0.0448250440098461	0.1559314386627	0.621894262876997	0.111784802628542	0.252230476997201	0.108314928019374	0.00460565175603089	0.214464488229433	0.238495012961704	0.000127109486044259	0.843104339744224	0.0128553942558543	0.0255597044788163	0.0302966205889333	0.591806234623525	0.145003243134686	0.0837657254853902	0.250922080218435	0.0144119122821424	0.164755867217622	0.189916908452568	0.04034892337569	0.24330847611874	0.0738973307758326	0.079781060827405	0.149421305614378	0.358763702095802	0.517216446524813	0.133990040350283	0.361699463505496	0.0382878199215301	0.0743353512303636	0.322876795461077	0.482915165959435	0.00752988040829619	0.57242045879716	0.120396575921141	0.120452654453267	0.161299688975579	0.768027803022122	0.162705334584314	0.198624509767578	0.159398183443019	0.050032267694061	0.569247242602244	0.102208156409788	0.505887461387473	0.0947341427004892	0.569070435486246	0.144116845877423	0.125197972070791	0.349335686109555	0.258098434344891	0.043655746254392	0.0648073727200358	0.203131412676976	0.600875898259627	0.0277624397003261	0.0631216732842265	0.106546922856692	0.102007229325051	0.0776012940698363	0.21107918292462	0.129964484688979	0.0787442741243577	0.0540549747219425	1.18788723853827	0.354473218860078	0.190189358004816	0.0218042418438339	0.289958709256818	0.263057853747479	0.155402465339819	0.0226029575580172	0.00764913096599408	0.191458976539135	0.107260156308047	0.217384191796269	0.147078624822719	0.319641724836544	0.110568312740746	0.0304719748099364	0.318031362249036	0.11961847848341	0.176139436444192	0.273726648825309
PZE-101006745	1	8	9.2	0	0.0296944435322421	0.0162282408689721	0.0882632777792277	0.0522401559241172	0.0815507957274363	0.406752892174738	0.130618059481534	0.336610402733205	0.119913397304892	0.225604862614429	0.536650786980551	0.10433816812899	0.181075263674265	0.336921144275086	0.153941476109643	0.476551150461209	0.0555921514596959	0.0426633971448583	0.506225897086164	0.470480594562376	0.121822934312282	0.0866981584658497	0.0149854536081813	0.0373452723918715	0.721162779995827	0.456814305436976	0.0777304441720143	0.010727771122504	0.73536921551357	0.245363186664329	0.524816384307781	0.481029301127	0.16202730969433	0.0249380602120728	0.232719071488626	0.519317611411171	0.274358541952276	0.126062304591926	0.00203047674395368	0.375937630958022	0.604783562644587	0.155716862891318	0.12307090651604	0.22348007339282	0.00467933051573472	0.663825251075353	0.270383504031632	0.128151997550679	0.0334766740058732	0.138519369091528	0.113746773691888	0.401310495553793	0.0038519565828479	0.336939615181237	0.238506779833836	0.0297918485360387	0.714556925433316	0.0727639258512043	0.0892765752066149	0.281202750938973	0.487288888174245	0.254580749513897	0.135433731252841	0.416963964191121	0.0354424485450562	0.251356478284905	0.0295452964791226	0.0103845430516262	0.631696985474261	0.0843613549642616	0.622396276723652	0.103235934412971	0.170733831091355	0.356359056762442	0.157810141903288	0.0348830710400901	0.531292244945433	0.185600190503793	0.0936240126455847	0.270583265057704	0.784397308440406	0.0506854721670263	0.228851579918003	0.0392983475510641	0.233588659014727	0.0521368197733637	0.263444750620583	0.390688840917467	0.111815547244106	0.342829335391733	0.00705998346317202	0.41411458193046	0.0561043511997593	0.0821395742604786	0.0716584249457751	0.259477672177497	0.197114886904187	0.177170329946557	0.122473366839927	0.160497813665728
PZE-101007769	1	9	10.9	0	0.232257108178396	0.525910839932391	0.00769316559222584	0.140284599773888	0.271752400328727	0.256182571821506	0.450054711313942	0.211474757409867	0.059674007099888	0.093844431964501	0.0406614133324678	0.655180137672018	0.575230909961688	0.132190903000441	0.0030358795720903	0.158266156706852	0.653214288977292	0.00835138780798642	0.539958568222596	0.213296698441029	0.348063262658877	0.0458796822993161	0.363033529105553	0.273106917447286	0.369546862176258	0.296932509626314	0.104424424382869	0.114376105771453	0.471860831783938	0.621281662720116	0.0162126310241322	0.197787358587048	0.435131187728716	0.207348428075412	1.15804476180596	0.0565501169363507	0.222327398850903	0.0700649370090995	0.23203167451666	0.0514149659665777	0.300433911101033	0.332538463927083	0.0967876127460424	0.617930369182567	0.0341299206944879	0.0852209294514768	0.900469127554059	0.366903480269653	0.0842051215217756	0.574763023192964	0.340068210458554	0.0667844018782293	0.340878186450389	1.04955904194134	0.0935872715910667	0.0348584693625378	0.0270460187160536	0.119711029012331	0.481338180813587	0.0435491747112207	0.444759706767674	0.0431308781404228	0.97824642925642	0.0765135859158256	0.094414882611907	0.503609609225138	0.577983815450413	0.08415742915265	0.0510237085285426	0.305747727260898	1.25386764388867	0.0587496197192929	0.0835264063014558	0.279131254317007	0.357921373602627	0.278606722271411	0.128863863121063	0.343581424840763	0.156843819358464	0.100076937492965	0.654920770985988	0.153393189656108	0.233718107448757	0.171570702793513	0.552614486310683	0.0933498905948304	0.585038169583856	0.0304743591853243	0.275002502277379	0.0158847519310852	0.148590255049824	0.283604976380498	0.0379505129780204	0.169678338890817	0.115915510152331	0.132050187174576	0.345484872773531	0.328551138037808	0.00925341811454265	0.454451640866189
PZE-101009163	1	10	12.5	0	0.373132833154182	0.509276517368929	0.761805891478967	0.23675618192012	0.296922766826982	0.191259600602246	1.01476967303484	0.101097181288191	0.27117617700393	0.0876118976270016	0.515822739824819	0.754167366948549	1.17158266323042	0.524256153488164	0.0553267857024118	0.633827596532055	1.12274058586986	0.484298271014476	0.42064278044707	0.191012313762659	0.209244087946932	0.453745410417393	0.245239253447782	0.473424266478232	1.02293940633801	0.628296287841468	0.241826805256822	0.279369769010346	0.556051187620601	0.714192743262671	0.187035284681953	0.203106821448661	0.424214701416353	0.367961269690757	1.23029723566948	0.400599796965446	0.429298013157798	0.414318155130816	0.284100785292905	0.147864903760844	0.0958916877760409	1.2091088999805	0.312835684125662	0.828711580384569	0.0285204453486383	0.434039040893582	0.60093730033699	0.342400537835295	0.375978817544722	1.22345301514836	0.498738888105885	0.825719075298177	0.674485005386387	1.31699053179601	0.198662158194142	0.044268357709828	0.753174342789543	0.421903323708367	1.2459092477649	0.362034024019552	0.372266197158827	0.200623343975337	1.07242830929829	0.400266023718561	0.523731602810743	0.540022366509076	1.06432380110077	0.322178914025882	0.70708555287186	0.476905931761166	1.31947822987642	0.304280307407528	0.256864422319809	0.000273310934646783	0.537107582531087	0.416345333469006	0.906583633185276	0.503436718452489	0.371446319741797	0.374558110078708	0.285998689765701	0.772536925364646	0.555274268875714	0.266369658581461	0.805998998573706	0.170276586376648	0.779714202572894	0.370509480144824	0.295206544338756	0.848858857236037	0.182254461399185	0.622522003362819	0.0558610925978694	0.860121125113057	0.115342943344197	0.0415444499749499	0.938179294174636	0.683691005973654	0.180318200733093	0.697465045852103
