mk.names	chr	pos.ind	pos.cM	log10pval	D06	UH304	D09	F252	F618	F353
PZE-101000344	1	1	0.7	0.406717908540245	0.383992654504876	-0.149782104832753	0.339203309989048	-0.244917264228346	0.751977974517716	NA
PZE-101000424	1	2	0.8	0.406717908540246	0.383992654504874	-0.149782104832753	0.339203309989049	-0.244917264228346	0.751977974517716	NA
PZE-101000754	1	3	1.4	0.406717908540248	0.383992654504872	-0.149782104832752	0.339203309989046	-0.244917264228347	0.751977974517717	NA
PZE-101000169	1	4	1.5	0.406717908540247	0.383992654504875	-0.149782104832754	0.339203309989045	-0.244917264228345	0.751977974517716	NA
PZE-101001103	1	5	1.8	0.406717908540247	0.383992654504875	-0.149782104832752	0.339203309989047	-0.244917264228346	0.751977974517718	NA
PZE-101000659	1	6	1.9	0.406717908540244	0.339203309989048	-0.244917264228346	0.383992654504875	-0.149782104832754	0.751977974517717	NA
PZE-101001110	1	7	2.2	0.406717908540249	0.339203309989042	-0.244917264228344	0.383992654504877	-0.149782104832754	0.751977974517715	NA
PZE-101000431	1	8	2.3	0.406717908548928	0.33920330997929	-0.244917264223139	0.383992654504827	-0.149782104832713	0.751977974517696	NA
PZE-101000442	1	9	2.4	0.40671790855761	0.339203309969538	-0.244917264217933	0.383992654504778	-0.149782104832672	0.751977974517671	NA
PZE-101000530	1	10	2.5	0.406717908566286	0.339203309959791	-0.244917264212727	0.383992654504733	-0.149782104832633	0.751977974517645	NA
PZE-101001114	1	11	2.6	0.406717908574968	0.339203309950032	-0.24491726420752	0.383992654504687	-0.149782104832592	0.751977974517626	NA
PZE-101001280	1	12	2.7	0.406717995361236	0.339203212439159	-0.244917212152286	0.751977974279985	0.383992654034059	-0.149782104430259	NA
PZE-101000673	1	13	3	0.409148157365932	0.338180038956113	-0.243512560460694	0.744038197376764	0.383979486361382	-0.149770847774864	NA
PZE-101002282	1	14	3.4	0.409029977067845	0.342971596823478	0.733571655613426	0.383980126220414	-0.149771394761998	-0.242151471042004	NA
PZE-101002081	1	15	3.6	0.404831211174814	-0.14979085704762	0.384002892231547	0.348043976828098	0.75224304272525	-0.241709016607181	NA
PZE-101001587	1	16	4.2	0.280593357373787	-0.986735410492467	0.752605989301239	0.403385321133726	-0.157072857112509	-0.241896417727917	NA
PZE-101001380	1	17	4.3	0.28476152908865	-0.80937779743375	0.752604753146766	0.406739717546663	-0.158310051412343	-0.241916010473402	NA
PZE-101001108	1	18	4.4	0.290621187579882	-0.64851536676138	0.880932301106943	0.410163313617259	-0.159582844263277	-0.241963136123076	NA
PZE-101003133	1	19	4.5	0.310534190780916	-0.517069163939109	-0.981224147590079	0.413585748410758	-0.160828311961754	-0.241965972534186	NA
PZE-101003135	1	20	4.7	0.304591389228326	-0.517095843440656	-0.981199108603871	0.420939851075022	-0.16369711270247	-0.242351882004149	NA
PZE-101003026	1	21	4.9	0.257957255845482	-0.786155552013627	-0.981210246755022	0.428862729132706	-0.166980500892961	-0.243132419998555	NA
PZE-101003031	1	22	5.6	0.386464001486285	0.249128602079915	-0.981180683171511	0.45759268015599	-0.178574049834138	-0.245329505408304	NA
